C Mapping (NEW 2023),Categories (within the HOMER Curriculum),Majors,Minors,Topics,Skills (Scope and Sequence),US Start Age,US End Age,Temp Skill Code,Number,Standards (if relevant),"Tangible Candidate (i.e., skill well supported through physical products and/or learning with manipulatives)",Currently covered via tangible,Non-HOMER products/experiences,China start,China end,Partner products,Total Manuscripts,,FINAL SkillCode,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Can on request name a food that is bitter ,30,42,PSTas359,359,,,,,,,,,,PHY-Sen-tas-8,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Can on request name a food that is sour ,24,42,PSTas360,360,,,,,,,,,,PHY-Sen-tas-9,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Can identify if a food is sour,30,42,PSTas361,361,,,,,,,,,,PHY-Sen-tas-10,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,"Can identify that foods have textures: chewy, crunchy, juicy",24,42,PSTas362,362,,,,,,,,,,PHY-Sen-tas-11,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Can identify textures of various foods ,36,42,PSTas363,363,,,,,,,,,,PHY-Sen-tas-12,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Is willing to try different foods ,24,48,PSTas364,364,,,,,,,,,,PHY-Sen-tas-13,,,,,,,,
Core,Physical Development ,Sensory skills,Taste ,NA,Can express preferences for different types of food ,24,48,PSTas365,365,,,,,,,,,,PHY-Sen-tas-14,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,"Gathers information about the environment through smell: can tell if cookies are baking, for instance ",24,48,PSSme366,366,,,,,,,,,,PHY-Sen-sme-1,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,"Can identify a variety of smells in an enviornment: cooking smells, cleaning smells,perfume ",30,48,PSSme367,367,,,,,,,,,,PHY-Sen-sme-2,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Can say what objects in their enviornment smell good or smell bad,18,36,PSSme368,368,,,,,,,,,,PHY-Sen-sme-3,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Knows that the sense of smell comes through your nose,24,36,PSSme369,369,,,,,,,,,,PHY-Sen-sme-4,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Knows that smell can have an impact on taste ,48,60,PSSme370,370,,,,,,,,,,PHY-Sen-sme-5,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Associates smell with emotions  -- the smell of fresh laundry is comforting,48,60,PSSme371,371,,,,,,,,,,PHY-Sen-sme-6,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Appreciates that objects have odors but other objects are odorless,48,60,PSSme372,372,,,,,,,,,,PHY-Sen-sme-7,,,,,,,,
Core,Physical Development ,Sensory skills,Smell ,NA,Can say if an object has odor or is odorless -- an unopened tin can is odorless; an open can of peas has an odor,48,60,PSSme373,373,,,,,,,,,,PHY-Sen-sme-8,,,,,,,,
Core,Physical Development ,Movement ,Fine Motor,coordinate hand eye movements,,36,48,PMFin374,374,,,,,,,,,,PHY-Mov-fin-34,,,,,,,,
Core,Physical Development ,Sensory skills,Auditory discrimination,NA,Can hear differences between sounds.,24,60,PSAud375,375,,,,,,,,,,PHY-Sen-adi-8,,,,,,,,
,Knowledge,Science,Science,xxx,xxx,x,x,KSSci,,,,,,,,,,,KNO-Sci-sci-1,,,,,,,,
,Knowledge,Technology & Engineering,TechEngineering,xxx,xxx,x,x,KTTec,,,,,,,,,,,KNO-Tec-tec-1,,,,,,,,
,Knowledge,World Exploration,WorldExploration,xxx,xxx,x,x,KWWor,,,,,,,,,,,KNO-Wor-wor-1,,,,,,,,
,Knowledge,Learn English,ESL/Foreign,xxx,xxx,x,x,KLESL,,,,,,,,,,,KNO-Lea-esl-1,,,,,,,,
,Thinking Skills,Executive Function and Memory,Memory,xxx,xxx,x,x,TEMem,,,,,,,,,,,THI-Exe-exe-1,,,,,,,,
,Thinking Skills,Making connections,Making connections,xxx,xxx,x,x,TMMak,,,,,,,,,,,THI-Mak-mak-1,,,,,,,,
,Thinking Skills,Creativity and innovation,creativity ,xxx,xxx,x,x,TCcre,,,,,,,,,,,THI-Cre-cre-1,,,,,,,,
,Thinking Skills,Communication   ,Communication,xxx,xxx,x,x,TCCom,,,,,,,,,,,THI-Com-com-1,,,,,,,,
,Thinking Skills,Critical Thinking and Problem Solving,Problem,xxx,xxx,x,x,TCPro,,,,,,,,,,,THI-Cri-cri-1,,,,,,,,
,Physical Development ,Movement,Movement,xxx,xxx,x,x,PMMov,,,,,,,,,,,PHY-Mov-mov-1,,,,,,,,
,Physical Development ,Sensory Skills,Sensory Skills,xxx,xxx,x,x,PSSen,,,,,,,,,,,PHY-Sen-sen-1,,,,,,,,
,Physical Development ,Healthy Development,Healthy Development,xxx,xxx,x,x,PHHea,,,,,,,,,,,PHY-Hea-hea-1,,,,,,,,
,Knowledge,Math,Numbers and Operations,Numerals,"Attempts to copy, trace, or write numerals 0 - 20",24,48,KMNum100,,,,,,,,,,,KNO-Mat-num-100,,,,,,,,
,,,,,"Attempts to copy, trace, or write uppercase and lowercase letters.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamatha additions (LP Kits audit),,,,,,,,,,,,,,,,,,,,,,,,,,,
Curiosity/Core,,World Exploration,"Learning about wildlife, nature",Animal History,Shows interest in learning about the evolution of animals (ex: dinosaurs to lizards). Starts to understand the connection between history of the world and history of animals (the world's climate was different in the past so different animals lived then).,,,KNO-lea-ani-his-1,,,,,,,,,,,,,,,,,,,
Curiosity/Core,Knowledge,World Exploration,"Learning about wildlife, nature",Animals/Nature,"Has knowledge about animals and wildlife, such as where they live, what they eat (camels live in the desert, hippos are nocturnal) and can make the connection with geography (deserts are hot so camels have a hump to carry water, penguins take turns keeping their egges warm because they live in the cold) etc. May show interest in a specific type of animal such as dinosaurs, birds and shows motivation to learn about them (wanting to read books about them, asking to see exhibits in the zoo/museum, using new information)",,,KNO-lea-ani-nat-3,,,,,,,,,,,,,,,,,,,
Curiosity/Core,,World Exploration,"Learning about wildlife, nature",Animals/Nature,"Understands that there are different species of animals and that they live in different parts of the world; knows some basic characteristics of animals (reptiles have scales, birds have wings etc.). Without prompting, shows interest in naming animals and facts at the zoo, in books/media.",,,KNO-lea-ani-nat-2,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Animals/Nature,"Knows names of some animals (camel, hippo, penguins) and demonstrates interest (with prompting) in pointing them out in books, movies etc.",,,KNO-lea-ani-nat-1,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Insects/Bugs,Knows names of insects and that different parts of the world have different insects living in them. May be able to name some insects found in other parts of the world. Understands their role in the food chain.,,,KNO-lea-ins-bug-2,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Insects/Bugs,"Knows the name of commonly found insects and some facts about them (worms live underground, ladybugs are red). May show interst in pointing them out in books/media.",,,KNO-lea-ins-bug-1,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Plants/nature,"Has a more complex understanding of plants and supporting ecosystems (ex: plants provide food to us, but also to animals. bees get nectar from flowers etc.) Knows what photosynthesis is and how plants grow (they need sunlight and water). Shows interest in keeping plants alive and taking care of nature",,,KNO-lea-pla-nat-3,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Plants/nature,Understands that trees and plants provide oxygen to people and why they are important to preserve/take care of. May show interest in basic gardening activities with adult modeling (helping water a plant indoors). Knows the names of plants and understands different parts of the world have different plants,,,KNO-lea-pla-nat-2,,,,,,,,,,,,,,,,,,,
Core,,World Exploration,"Learning about wildlife, nature",Plants/nature,"Knows names of of plants/trees in nature. With prompting, may name common plants they see",,,KNO-lea-pla-nat-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curiosity/Core,Knowledge,World Exploration,"Learning about countries around the world, cultures, customs",Countries/Cultures,"Has a more nuanced understanding of how different countries have different types of food, customs such as festivals and ways of eating. May show interest in a specific country/culture because of a personal interest (wants to learn about China after learming about the Chinese New Year, wants to learn about Japan because they like anime books).

Include a day in the life of a family or child in a country

Include age appropriate, child friendly facts about countries (for younger kids- more general facts such as tallest buildings, general history. for older kids- more specific interests such as origins of games they may know [tangrams from China])",60,84,KNO-cou-cul-3,,,,,,,,,,,,,,,,,,,
Core/Curiosity,Knowledge,World Exploration,"Learning about countries around the world, cultures, customs",Countries/Cultures,"Understands that different countries have different cuisines, customs. Shows interest, with adult prompting, to learn about different parts of world, such as pointing out countries out on a globe. ",36,60,KNO-cou-cul-2,,,,,,,,,,,,,,,,,,,
Core,Knowledge,World Exploration,"Learning about countries around the world, cultures, customs",Countries/Cultures,Is aware that there are different countries in the world and can name the country where they live,36,48,KNO-cou-cul-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Kitchen Awareness/Safety,"Is aware that the kitchen is where food is prepared and has tools that need to be used with an adult. Can name common tools such as measuring cups, spoons, knives",30,48,THI-foo-kit-4,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Kitchen Awareness/Safety,"Can use tools such as measuring spoons with adult help. Shows interest in naming ingredients for foods they like, and helps in age appropriate ways in the kitchen (bringing out bowl, helping stir)",36,60,THI-foo-kit-3,,,,,,,,,,,,,,,,,,,
Critical Thinking,Thinking Skills,Food/Nutrition,Cooking/Kitchen Activities,"Cooking- Planning, Executive Function","Understands that making a dish involves planning, writing lists, setting up ingredients and following recipe. With adult prompting, shows interest in making certain foods- helping come up with list of ingredients, making a plan to get them, going over steps of the recipe, helping make the food in age appropriate ways",60,84,THI-foo-kit-2,,,,,,,,,,,,,,,,,,,
Critical Thinking,Thinking Skills,Food/Nutrition,Cooking/Kitchen Activities,"Cooking- Planning, Executive Function","With adult help, takes on a bigger role in receipe planning- thinking of the steps needed to making a dish, writing out ingredients, seeing what is available, making a plan to obtain ingredients from the grocery store, shows agency in choosing a recipe. ",72,96,THI-foo-kit-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Sensory- Taste and Smell,"Can name basic flavors and is willing to try new foods to test flavors (sweet, crunchy)",36,48,KNO-foo-coo-1,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Sensory- Taste and Smell,Can name more nuanced flavors in food and has preferences for certain (I like sweet corn). Shows willingness to try new foods,48,60,KNO-foo-coo-2,,,,,,,,,,,,,,,,,,,
Core and Curiosity,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Countries/Cultures,"Understands that different countries have different kinds of foods. Shows interest in naming types of food from other parts of the world, especially those they have tried.",60,84,KNO-foo-coo-3,,,,,,,,,,,,,,,,,,,
Character and Curiosity,Knowledge,Food/Nutrition,Cooking/Kitchen Activities,Countries/Cultures,Can name some foods that are specific to their own country/family and what is special about it. Shows an interest and respect for other cuisines by naming well known dishes from other countries,72,96,KNO-foo-coo-4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Thinking,Executive Function,Planning/Following Directions/Attention Management,Arts/Crafts,Arts/Crafts,"With help, can follow simple instructions to make a craft- such as glue something together",24,36,EXEC-pla-art-1,,,,,,,,,,,,,,,,,,,
Critical Thinking,Executive Function,Planning/Following Directions/Attention Management,Arts/Crafts,Arts/Crafts,"Has more developed fine motor skills and can follow 2-3 step directions to create something (fold, then glue)",36,48,EXEC-pla-art-2,,,,,,,,,,,,,,,,,,,
Critical Thinking,Executive Function,Planning/Following Directions/Attention Management,Arts/Crafts,Arts/Crafts,"With adult help, can gather materials for a project and set up area to work on a project (gather all requried materials, lay them out, name the materials)",60,72,EXEC-pla-art-3,,,,,,,,,,,,,,,,,,,
Critical Thinking,Executive Function,Planning/Following Directions/Attention Management,Arts/Crafts,Arts/Crafts,"With adult reading directions, can work on a craft to put something together (fold a series of shapes, look at an image and try to follow the instruction, match images on materials to real life materials)",72,96,EXEC-pla-art-4,,,,,,,,,,,,,,,,,,,
Critical Thinking,Executive Function,Planning/Following Directions/Attention Management,Arts/Crafts,Arts/Crafts,"Uses creativity and critical thinking to understand how to put a project together, pays attention to details such as matching A on instruction packet to the A on material, knows basic rules such as sqaure tabs have to go in square holes, persists in attempts while working on a multi-step project and refers back to directions and images to try again. Applies logical thinking skills to complete work",84,--,EXEC-pla-art-5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Computers/Robots,"Has a more in depth understanding of robots/computer science (ex: knows that robots are machines, built by engineers, knows that computers speak in ""code""), shows interest in age appropriate coding games (ex: a game where they have to write out steps for robot to follow). Starts to understand how robots can be used by scientists to help with exploration.",,,KNO-sci-comprob-2,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Computers/Robots,"Has basic knowledge about robots and computers (points out robots in media, robot voice/movements) and computers (knows names of parts of a computer)",,,KNO-sci-comprob-1,,,,,,,,,,,,,,,,,,,
Core and Crit Thinking,Knowledge,Science,Science/Tech Exploration,Physics,"Understands more complicated concepts in physics such as how light/sound works, how force works. Shows interest in doing experiments to ""test""/""explore"" these concepts such as by using prisms, magnifying glasses. Shows perseverance when doing experiments understanding that  re-trying an experiment allows us to see different results and understand how things change (ex: tries different rubber bands to see how each yields different force, tries different types of mangifying glasses to see how how the image changes)",,,KNO-sci-phy-2,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Physics,"Starts to understand basic concepts in physics such as gravity, electricity. Shows interest in doing simple experiments such as what floats/sinks in water, looking in different types of mirrors to see types of reflections etc. In museums, may be interested in exhibits related to these topics. ",,,KNO-sci-phy-1,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Flights,"Has knowledge about air travel (knows names of transportation such as flights, helicopters, jets etc.). May know names of specific kinds of aeroplanes, understands jobs related such as pilots, engineers etc. Shows interest in learning about how flight travel works (what are the parts of an aeroplane?)",,,KNO-sci-fli-1,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Electricity,"Has knowledge about how electricity works (batteries are needed for devices to work, there are different types of electricity such as solar, wind). May show interest in electricity exhibitions at science museums such as static energy creation, lightening etc.)",,,KNO-sci-elec-1,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science/Tech Exploration,Space/Earth,"Has knowledge about planets, space exploration, moons etc. May be able to name some planets and show interest in learning about space travel, astronauts, rockets. Understands that scientists are people who study topics related to world exploration",48,--,"KNO-Sci-spa-1
",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,World Exploration,Natural Sciences,"Knows more advanced facts about natural sciences such as names of naturally forming wonders in the world (reefs, rainforests, wetlands). Has some knowledge about these places such as where they can be found, jobs related to exploration (scuba divers, geologists). Shows interest in learning more about a particular natural wonder (animals that live in the deep ocean, animals in the rainforest)",,,KNO-Sci-wor-natsci-2,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,World Exploration,Natural Sciences,Knows some facts about natural sciences related to the world such as types of rocks or names of bodies of water. Understands that scientists study these to learn about nature and the environment.,,,KNO-Sci-wor-natsci-1,,,,,,,,,,,,,,,,,,,
Curiosity,Knowledge,History,World Exploration,History,"Has an interest in learning about the world in the past such as castles, languages, coins etc. Understands that history is a study of the world and humans in the past and may show interest in a specific aspect of history",,,KNO-sci-wor-his-1,,,,,,,,,,,,,,,,,,,
Core,Physical Development ,Movement ,Sports Knowledge,Sports,"Knows rules of commonly played sports and can participate in them with adult help. Understands and remembers rules in different sports. Has some knowledge about history of sports (may know names of famous teams, famous players). Understands the role of sports/games play in phsyical health and development (playing sports is a good way to move my body)",,,PHY-mov-spk-2,,,,,,,,,,,,,,,,,,,
Core,Physical Development ,Movement ,Sports Knowledge,Sports,Knows names of commonly played sports and some facts about them (knows which ball is used for soccor vs. football). May show interest in trying or watching a certain sport or learning about it.,36,60,PHY-mov-spk-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Music,Music Knowledge,Instruments,Knows the names of common musical instruments ,,,KNO-mus-ins-1,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Music,Music Knowledge,Music Knowledge,"Has an understanding of music (ex: instruments play sounds that you can sing to), knows the names of songs, lyrics, may try to sing along. Shows interest in basic rhythm (moving along to music, explores how music can be made in simple ways such as shaking, clanging, tapping hands)",,,KNO-mus-msk-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science General,Weather,"Understands that weather tells us what the temperature is like outside. Can say what the weather is like and dress appropriately (it's cloudy so it could rain, I need an umbrella)",,,KNO-sci-gen-wea-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Thinking,Knowledge,Following Rules,Rule based games,Games,"Can play more complex rule-based board games that incolve teamwork, logical thinking, and executive functioning skills such as planning ahead, attention shifting etc. (ex: reading directions, planning ahead where to move their piece, understanding the end goal of the game)",,,KNO-rul-gam-2,,,,,,,,,,,,,,,,,,,
Critical Thinking,Knowledge,Following Rules,Rule based games,Games,"Understands and engages in games that have rules to follow (limbo). Takes turns during games, follows rules, and remembers directions (I'm playing x in tic tac toe)",,,KNO-rul-gam-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science General,Scientists,"Knows what a scientist does, understands that they study how things work. Knows names of science professions such as chemists, meterologust etc., and may be able to name tools they use such as microscopes, telescopes. Shows interest in going to science museums focused on a particular interest (dinosaur museusm to learn about how scientists work with fossils)",,,KNO-Sci-sci-2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curiosity,Thinking Skills,Science,Science Exploration,Scientific Thinking,"Shows an interest in learning about tools used for scientific discoveries such as microscopes, telescopes etc. Knows the names of these tools and understands how they are used for learning about the world. Engages in play with these objects (pretends to make a fossil out of clay, looks at things under a magnifying class, gathers leaves in nature to ""explore"").",,,THI-sci-exp-thi-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science Exploration,Environment,"Understands the connection between environment, climate, and nature/wildlife (ex: knows that weather patterns affect animal habitats, homes that use solar energy conserve electricity, which is helpful for climate change, using less plastic is good for oceans). On their own, respects and attempts to take care of the environment (turns lights off when leaving a room, makes sure to turn off water)",,,KNO-sci-exp-env-2,,,,,,,,,,,,,,,,,,,
Core,Knowledge,Science,Science Exploration,Environment,"Has a basic understanding of the importance  of taking care of the environment (knows to throw away trash, recycle). With help, can engage in small ways to take care of the environment (planting trees, saving water, not littering etc). ",,,KNO-sci-exp-env-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Develops early literacy skills such as print knowledge, letter recognition, letter-sound awareness",,,,,,,,,,,,,,,,,,,,,,
,,,,,Experiments during play to understand cause and effect,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Based on passion topics and personal interests, actively asks and seeks knowledge about them- asking why dinosaurs are extinct, how do we know the world is round. Is intentional around choosing books around a topic they are interested in etc",,,,,,,,,,,,,,,,,,,,,,
Crit Thinking,,,,,"Learns building blocks of sequencing and game making via concepts such as pattern recognition and extension, logical events, ",,,,,,,,,,,,,,,,,,,,,,
,,,,,"When given the appropriate opportunities, can master skills such as sequencing, debugging, looping, and modeling",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Using coding and computational thinking skills, can create and share things such as interactive games",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
